"Theme","IndDropdown","TimePeriod","Sex","Age","CategoryType","Category","SubCategory","Count","Denominator","Value","LCI","UCI","YAxisLabel","ValueNote"
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","06","England",NA,NA,84.2,84.1,84.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","06","England",NA,NA,84.2,84.1,84.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","07","England",NA,NA,84.9,84.7,85,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","07","England",NA,NA,84.9,84.7,85,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","08","England",NA,NA,85.2,85,85.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","08","England",NA,NA,85.2,85,85.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","09","England",NA,NA,85.8,85.7,86,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","09","England",NA,NA,85.8,85.7,86,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,86.8,86.6,86.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2019","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,86.8,86.6,86.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,72.5,72.3,72.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","02","England",NA,NA,74.8,74.7,75,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","03","England",NA,NA,76.4,76.3,76.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","04","England",NA,NA,77.8,77.7,78,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","05","England",NA,NA,79,78.8,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","06","England",NA,NA,79.8,79.7,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","07","England",NA,NA,80.4,80.3,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","08","England",NA,NA,81,80.9,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","09","England",NA,NA,81.7,81.5,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,82.8,82.6,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,77.4,77.2,77.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","02","England",NA,NA,79.3,79.2,79.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","03","England",NA,NA,80.8,80.7,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","04","England",NA,NA,82,81.9,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","05","England",NA,NA,82.9,82.7,83,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","06","England",NA,NA,83.5,83.3,83.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","07","England",NA,NA,84,83.9,84.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","08","England",NA,NA,84.4,84.2,84.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","09","England",NA,NA,85,84.8,85.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,85.9,85.7,86,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,72.52,72.35,72.69,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","02","England",NA,NA,74.86,74.7,75.02,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","03","England",NA,NA,76.54,76.38,76.69,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","04","England",NA,NA,77.78,77.63,77.94,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","05","England",NA,NA,78.95,78.79,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","06","England",NA,NA,79.99,79.85,80.14,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","07","England",NA,NA,80.52,80.37,80.67,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","08","England",NA,NA,81.18,81.03,81.33,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","09","England",NA,NA,81.71,81.56,81.85,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,82.87,82.72,83.02,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,77.46,77.3,77.63,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","02","England",NA,NA,79.41,79.25,79.57,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","03","England",NA,NA,80.87,80.72,81.02,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","04","England",NA,NA,82.01,81.86,82.15,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","05","England",NA,NA,82.87,82.72,83.01,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","06","England",NA,NA,83.64,83.5,83.79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","07","England",NA,NA,84.23,84.09,84.37,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","08","England",NA,NA,84.6,84.46,84.74,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","09","England",NA,NA,85.17,85.03,85.31,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,86.13,85.99,86.27,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,74.3,73.7,74.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","East Midlands",NA,NA,74.3,73.7,74.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,75.6,75.2,76.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","East of England",NA,NA,75.6,75.2,76.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,76.3,75.9,76.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","London",NA,NA,76.3,75.9,76.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,72,71.2,72.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","North East",NA,NA,72,71.2,72.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,72.5,72,73,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","North West",NA,NA,72.5,72,73,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,75.2,74.8,75.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","South East",NA,NA,75.2,74.8,75.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,74.7,74.2,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","South West",NA,NA,74.7,74.2,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,74.1,73.5,74.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","West Midlands",NA,NA,74.1,73.5,74.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,72.7,72.2,73.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","Yorkshire and The Humber",NA,NA,72.7,72.2,73.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","East Midlands",NA,NA,75.9,75.4,76.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","East Midlands",NA,NA,75.9,75.4,76.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","East of England",NA,NA,77.9,77.5,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","East of England",NA,NA,77.9,77.5,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","London",NA,NA,77.4,76.9,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","London",NA,NA,77.4,76.9,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","North East",NA,NA,74.5,73.7,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","North East",NA,NA,74.5,73.7,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","North West",NA,NA,74.2,73.8,74.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","North West",NA,NA,74.2,73.8,74.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","South East",NA,NA,77.4,77,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","South East",NA,NA,77.4,77,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","South West",NA,NA,77.4,76.9,78,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","South West",NA,NA,77.4,76.9,78,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","West Midlands",NA,NA,75.3,74.7,75.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","West Midlands",NA,NA,75.3,74.7,75.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,75,74.5,75.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","Yorkshire and The Humber",NA,NA,75,74.5,75.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","East Midlands",NA,NA,76.8,76.3,77.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","East Midlands",NA,NA,76.8,76.3,77.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","East of England",NA,NA,78.9,78.5,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","East of England",NA,NA,78.9,78.5,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","London",NA,NA,78.4,77.9,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","London",NA,NA,78.4,77.9,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","North East",NA,NA,76,75.3,76.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","North East",NA,NA,76,75.3,76.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","North West",NA,NA,74.8,74.4,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","North West",NA,NA,74.8,74.4,75.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","South East",NA,NA,79.2,78.9,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","South East",NA,NA,79.2,78.9,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","South West",NA,NA,79.2,78.8,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","South West",NA,NA,79.2,78.8,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","West Midlands",NA,NA,75.8,75.3,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","West Midlands",NA,NA,75.8,75.3,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,75.7,75.2,76.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","Yorkshire and The Humber",NA,NA,75.7,75.2,76.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","East Midlands",NA,NA,78,77.4,78.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","East Midlands",NA,NA,78,77.4,78.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","East of England",NA,NA,79.7,79.3,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","East of England",NA,NA,79.7,79.3,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","London",NA,NA,78.6,78.2,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","London",NA,NA,78.6,78.2,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","North East",NA,NA,75.9,75.2,76.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","North East",NA,NA,75.9,75.2,76.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","North West",NA,NA,76.2,75.7,76.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","North West",NA,NA,76.2,75.7,76.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","South East",NA,NA,79.7,79.4,80.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","South East",NA,NA,79.7,79.4,80.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","South West",NA,NA,79.7,79.3,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","South West",NA,NA,79.7,79.3,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","West Midlands",NA,NA,77.2,76.7,77.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","West Midlands",NA,NA,77.2,76.7,77.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,76.9,76.4,77.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","Yorkshire and The Humber",NA,NA,76.9,76.4,77.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","East Midlands",NA,NA,78.9,78.4,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","East Midlands",NA,NA,78.9,78.4,79.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","East of England",NA,NA,80.7,80.3,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","East of England",NA,NA,80.7,80.3,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","London",NA,NA,79.5,79,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","London",NA,NA,79.5,79,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","North East",NA,NA,77.1,76.5,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","North East",NA,NA,77.1,76.5,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","North West",NA,NA,78,77.6,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","North West",NA,NA,78,77.6,78.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","South East",NA,NA,81,80.6,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","South East",NA,NA,81,80.6,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.5,80.1,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","South West",NA,NA,80.5,80.1,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,78.8,78.3,79.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","West Midlands",NA,NA,78.8,78.3,79.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,79.1,78.6,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","Yorkshire and The Humber",NA,NA,79.1,78.6,79.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,80.3,79.8,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","East Midlands",NA,NA,80.3,79.8,80.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","East of England",NA,NA,80.9,80.5,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","East of England",NA,NA,80.9,80.5,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","London",NA,NA,79.9,79.5,80.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","London",NA,NA,79.9,79.5,80.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","North East",NA,NA,78.5,77.8,79.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","North East",NA,NA,78.5,77.8,79.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","North West",NA,NA,79.6,79.2,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","North West",NA,NA,79.6,79.2,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","South East",NA,NA,81.5,81.1,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","South East",NA,NA,81.5,81.1,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","South West",NA,NA,80.8,80.3,81.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","South West",NA,NA,80.8,80.3,81.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","West Midlands",NA,NA,79.4,78.9,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","West Midlands",NA,NA,79.4,78.9,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,79.4,78.9,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","Yorkshire and The Humber",NA,NA,79.4,78.9,79.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","East Midlands",NA,NA,80.8,80.3,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","East Midlands",NA,NA,80.8,80.3,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","East of England",NA,NA,81.3,80.8,81.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","East of England",NA,NA,81.3,80.8,81.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","London",NA,NA,81.5,81.1,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","London",NA,NA,81.5,81.1,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","North East",NA,NA,79.6,78.9,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","North East",NA,NA,79.6,78.9,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","North West",NA,NA,80.3,79.9,80.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","North West",NA,NA,80.3,79.9,80.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","South East",NA,NA,81.9,81.5,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","South East",NA,NA,81.9,81.5,82.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","South West",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","South West",NA,NA,81.5,81,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","West Midlands",NA,NA,80.5,80.1,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","West Midlands",NA,NA,80.5,80.1,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,80.5,80,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","Yorkshire and The Humber",NA,NA,80.5,80,81,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","East Midlands",NA,NA,81.3,80.8,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","East Midlands",NA,NA,81.3,80.8,81.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","East of England",NA,NA,81.7,81.2,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","East of England",NA,NA,81.7,81.2,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","London",NA,NA,81.7,81.3,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","London",NA,NA,81.7,81.3,82.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","North East",NA,NA,80.5,79.8,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","North East",NA,NA,80.5,79.8,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","North West",NA,NA,80.7,80.2,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","North West",NA,NA,80.7,80.2,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","South East",NA,NA,82.3,81.9,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","South East",NA,NA,82.3,81.9,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","South West",NA,NA,81.7,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","South West",NA,NA,81.7,81.3,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","West Midlands",NA,NA,80.9,80.5,81.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","West Midlands",NA,NA,80.9,80.5,81.4,"Life expectancy (years)",NA
